protocol_type,service,flag,src_bytes,dst_bytes,hot,count,srv_count,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,class
icmp,25,2,226,1301,0,5,5,0,14,255,1,0,0.07,0,normal
icmp,6,4,0,0,0,211,17,0.07,255,12,0.05,0.08,0,1,anomaly
tcp,66,2,78,0,0,20,8,0.1,255,16,0.06,0.01,0.06,0,normal
icmp,50,4,0,0,0,208,2,0.07,255,5,0.02,0.07,0,1,anomaly
icmp,25,1,0,0,0,1,1,0,8,38,1,0,0.12,0,normal
icmp,11,4,0,0,0,268,19,0.06,255,19,0.07,0.07,0,1,anomaly
icmp,50,1,0,0,0,1,1,0,37,2,0.03,1,0.03,0,anomaly
icmp,50,1,0,0,0,2,1,1,255,1,0,0.53,0.51,0,anomaly
icmp,25,2,294,3327,0,1,19,0,57,255,1,0,0.02,0,normal
icmp,59,4,0,0,0,286,3,0.05,255,3,0.01,0.05,0,1,anomaly
icmp,25,2,220,1249,0,7,7,0,159,255,1,0,0.01,0,normal
icmp,45,1,0,0,0,425,1,1,255,1,0,1,0,0.08,anomaly
icmp,25,2,196,3282,0,8,9,0,255,255,1,0,0,0,normal
icmp,25,4,0,0,0,272,30,0.06,255,13,0.05,0.08,0,1,anomaly
icmp,25,2,327,4482,0,4,8,0,58,255,1,0,0.02,0,normal
icmp,67,1,0,0,0,241,3,0.07,255,3,0.01,0.07,0,0,anomaly
icmp,20,2,319,0,0,2,2,0,6,2,0.33,0.5,0.33,0,normal
icmp,55,2,1087,302,0,1,1,0,246,64,0.24,0.29,0,0,normal
icmp,25,2,210,3754,0,18,18,0,62,255,1,0,0.02,0,normal
icmp,56,4,0,0,0,125,19,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,25,1,0,0,0,1,1,0,12,255,1,0,0.08,0,normal
icmp,25,2,234,6282,0,6,6,0,106,255,1,0,0.01,0,normal
tcp,15,2,8,0,0,1,18,0,2,255,1,0,1,0,anomaly
icmp,25,2,54540,8314,2,1,1,0,251,251,1,0,0,0,anomaly
icmp,25,2,237,1461,0,3,3,0,59,255,1,0,0.02,0,normal
icmp,20,4,0,0,0,42,10,0.1,124,62,0.24,0.03,0.01,0.98,anomaly
icmp,50,4,0,0,0,274,10,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,25,2,200,955,0,3,3,0,250,255,1,0,0,0,normal
icmp,25,2,219,657,0,7,9,0,28,255,1,0,0.04,0,normal
icmp,25,2,284,5921,0,1,1,0,49,255,1,0,0.02,0,normal
icmp,43,4,0,0,0,196,12,0.07,255,12,0.05,0.08,0,1,anomaly
icmp,25,2,325,426,0,5,5,0,187,255,1,0,0.01,0,normal
icmp,7,4,0,0,0,111,6,0.07,255,6,0.02,0.07,0,1,anomaly
tcp,15,2,30,0,0,1,1,0,247,247,1,0,1,0,normal
icmp,25,2,335,7902,0,1,8,0,1,255,1,0,1,0,normal
udp,12,2,36,0,0,2,4,0,67,171,1,0,1,0,normal
icmp,50,4,0,0,0,168,3,0.08,255,3,0.01,0.08,0,1,anomaly
udp,12,2,43,43,0,122,188,0,255,255,1,0,0.01,0,normal
icmp,7,4,0,0,0,108,8,0.06,255,8,0.03,0.07,0,1,anomaly
icmp,25,1,0,0,0,1,1,0,6,55,1,0,0.17,0,normal
icmp,50,4,0,0,0,36,12,0.14,255,12,0.05,0.1,0,1,anomaly
icmp,50,4,0,0,0,143,19,0.06,255,4,0.02,0.06,0,1,anomaly
icmp,25,2,216,1956,0,1,21,0,12,255,1,0,0.08,0,normal
icmp,67,4,0,0,0,132,8,0.05,255,8,0.03,0.05,0,1,anomaly
udp,12,2,44,78,0,139,139,0,255,166,0.65,0.01,0,0,normal
icmp,25,2,347,8113,0,7,7,0,255,255,1,0,0,0.01,normal
icmp,55,2,570,280,0,1,1,0,126,104,0.44,0.05,0.01,0.01,normal
icmp,25,2,219,17540,0,8,8,0,36,255,1,0,0.03,0,normal
udp,45,2,146,0,0,3,1,1,255,1,0,0.53,0.88,0,normal
icmp,20,4,0,0,0,222,1,0.06,255,1,0,0.06,0,1,anomaly
icmp,50,4,0,0,0,260,8,0.05,120,8,0.07,0.08,0.01,0.98,anomaly
icmp,50,4,0,0,0,237,15,0.07,255,1,0,0.08,0,1,anomaly
icmp,50,4,0,0,0,132,15,0.06,255,16,0.06,0.05,0,1,anomaly
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.82,1,0,anomaly
icmp,50,4,0,0,0,57,11,0.11,255,11,0.04,0.07,0,1,anomaly
tcp,15,2,18,0,0,1,1,0,4,200,1,0,1,0,anomaly
icmp,64,2,0,4,0,1,1,0,25,25,1,0,0.04,0.08,normal
icmp,25,2,233,581,0,13,26,0,255,255,1,0,0,0,normal
icmp,19,4,0,0,0,257,19,0.05,255,19,0.07,0.07,0,1,anomaly
icmp,20,2,276,0,0,1,1,0,76,24,0.17,0.08,0.17,0,normal
udp,12,2,44,139,0,77,157,0,255,242,0.95,0.01,0,0,normal
tcp,15,2,8,0,0,1,27,0,1,41,1,0,1,0,anomaly
icmp,61,2,1828,148722,1,1,1,0,51,7,0.14,0.08,0.02,0,normal
icmp,25,2,200,764,0,2,12,0,23,255,1,0,0.04,0,normal
udp,12,2,46,46,0,11,20,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,257,19,0.05,255,2,0.01,0.09,0,1,anomaly
icmp,61,4,0,0,0,13,13,0,135,75,0.56,0.01,0.01,0.99,anomaly
icmp,25,2,216,5284,0,9,9,0,123,255,1,0,0.01,0,normal
icmp,18,3,0,0,0,137,9,0.06,255,4,0.02,0.06,0,0,anomaly
icmp,25,2,234,997,0,28,28,0,255,255,1,0,0,0,normal
icmp,25,2,220,1643,0,12,25,0,25,255,1,0,0.04,0,normal
icmp,35,4,0,0,0,132,3,0.06,255,14,0.05,0.07,0,1,anomaly
udp,50,2,105,146,0,7,1,0.29,255,226,0.89,0.01,0.01,0,normal
icmp,25,1,0,0,0,1,1,0,12,255,1,0,0.08,0,normal
icmp,3,4,0,0,0,290,16,0.06,255,11,0.04,0.08,0,1,anomaly
icmp,50,4,0,0,0,203,2,0.06,255,9,0.04,0.06,0,1,anomaly
icmp,50,4,0,0,0,290,8,0.06,255,9,0.04,0.08,0,1,anomaly
icmp,25,2,288,2881,0,14,16,0,14,255,1,0,0.07,0,normal
icmp,67,3,0,0,0,116,3,0.07,255,3,0.01,0.08,0,0,anomaly
icmp,50,4,0,0,0,260,6,0.07,255,5,0.02,0.07,0,1,anomaly
udp,50,2,1,0,0,12,1,0.17,255,24,0.09,0.2,0.6,0,anomaly
udp,50,2,28,0,0,21,21,0,255,21,0.08,0.02,0.08,0,anomaly
icmp,25,2,279,494,0,2,2,0,255,255,1,0,0,0,normal
tcp,16,2,1032,0,0,486,486,0,255,255,1,0,1,0,anomaly
icmp,20,2,192,0,0,2,3,0,255,115,0.45,0.01,0.45,0,normal
icmp,61,2,105,1401,0,1,1,0,84,1,0.01,0.07,0.01,0,normal
icmp,50,1,0,0,0,1,1,0,27,2,0.04,1,0.04,0,anomaly
icmp,55,2,1330,282,0,1,1,0,255,142,0.56,0.03,0,0,normal
tcp,16,2,520,0,0,457,457,0,153,153,1,0,1,0,anomaly
icmp,20,4,0,0,0,47,4,0.09,255,64,0.25,0.02,0.02,1,anomaly
icmp,25,2,230,362,0,10,18,0,121,255,1,0,0.01,0,normal
udp,12,2,44,110,0,71,151,0,255,255,1,0,0,0,normal
icmp,25,2,271,3582,0,12,12,0,12,255,1,0,0.08,0,normal
icmp,25,2,179,1668,0,6,6,0,52,255,1,0,0.02,0,normal
icmp,20,2,852,0,0,6,6,0,219,39,0.13,0.02,0.13,0,normal
icmp,25,2,222,310,0,5,13,0,170,255,1,0,0.01,0,normal
icmp,25,2,314,4137,0,7,7,0,255,255,1,0,0,0,normal
icmp,35,3,0,0,0,139,10,0.06,255,10,0.04,0.06,0,0,anomaly
icmp,25,2,230,6880,0,1,17,0,24,255,1,0,0.04,0,normal
icmp,70,4,0,0,0,200,6,0.08,255,6,0.02,0.07,0,1,anomaly
icmp,9,4,0,0,0,140,1,0.06,255,1,0,0.08,0,1,anomaly
icmp,55,2,857,327,0,1,1,0,173,132,0.57,0.02,0.01,0,normal
icmp,25,2,234,1707,0,9,9,0,9,255,1,0,0.11,0,normal
tcp,16,2,1032,0,0,511,511,0,255,200,0.78,0.01,0.78,0,anomaly
udp,50,2,28,0,0,68,68,0,255,68,0.27,0.02,0.27,0,anomaly
icmp,50,4,0,0,0,132,7,0.06,255,7,0.03,0.06,0,1,anomaly
icmp,25,2,215,6367,0,9,9,0,255,255,1,0,0,0,normal
udp,12,2,46,46,0,215,215,0,255,250,0.98,0.01,0,0,normal
udp,50,2,105,146,0,1,1,0,229,217,0.95,0.01,0,0,normal
icmp,50,4,0,0,0,115,18,0.04,255,18,0.07,0.04,0,1,anomaly
icmp,50,4,0,0,0,35,16,0.11,255,16,0.06,0.08,0,1,anomaly
icmp,8,4,0,0,0,275,15,0.06,255,15,0.06,0.09,0,1,anomaly
icmp,25,2,305,2507,0,4,4,0,255,239,0.94,0.01,0,0,normal
icmp,50,1,0,0,0,76,13,0.08,255,13,0.05,0.07,0,0,anomaly
icmp,25,2,336,15767,0,12,12,0,95,255,1,0,0.01,0,normal
icmp,8,4,0,0,0,202,2,0.06,255,8,0.03,0.07,0,1,anomaly
icmp,50,4,0,0,0,252,14,0.07,255,13,0.05,0.09,0,1,anomaly
udp,45,2,147,105,0,1,1,0,255,3,0.01,0.53,0.82,0,normal
icmp,25,2,335,1212,0,3,3,0,7,255,1,0,0.14,0,normal
icmp,61,4,0,0,0,74,17,0.05,255,58,0.23,0.02,0.01,1,anomaly
icmp,25,2,339,241,0,1,1,0,68,255,1,0,0.01,0,normal
icmp,25,2,317,3245,0,4,4,0,251,255,1,0,0,0,normal
icmp,50,4,0,0,0,116,19,0.06,255,15,0.06,0.06,0,1,anomaly
icmp,25,2,54540,8314,2,2,2,0,79,79,1,0,0.01,0.01,anomaly
icmp,69,4,0,0,0,197,2,0.07,255,2,0.01,0.08,0,1,anomaly
udp,12,2,42,131,0,80,160,0,255,254,1,0.01,0,0,normal
icmp,55,2,986,368,0,1,1,0,76,169,0.89,0.04,0.01,0,normal
icmp,50,4,0,0,0,198,4,0.08,255,4,0.02,0.08,0,1,anomaly
tcp,66,2,183,0,0,4,4,0,255,37,0.15,0.01,0.16,0,normal
icmp,50,1,0,0,0,102,3,0.07,255,1,0,0.07,0,0,anomaly
icmp,25,2,405,23786,0,1,1,0,9,255,1,0,0.11,0,normal
icmp,34,4,0,0,0,223,21,0.05,255,21,0.08,0.05,0,1,anomaly
icmp,55,2,785,327,0,1,1,0,50,70,0.76,0.12,0.02,0.02,normal
icmp,25,2,258,4302,0,1,1,0,31,34,1,0,0.03,0,normal
icmp,35,4,0,0,0,138,6,0.06,255,6,0.02,0.06,0,1,anomaly
tcp,15,2,8,0,0,1,28,0,1,35,1,0,1,0,anomaly
icmp,25,2,318,2649,0,5,5,0,5,255,1,0,0.2,0,normal
icmp,50,1,0,0,0,154,1,0.07,255,1,0,0.07,0,0,anomaly
icmp,57,4,0,0,0,204,18,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,64,4,0,0,0,262,4,0.06,255,4,0.02,0.07,0,1,anomaly
icmp,25,2,216,1240,0,8,8,0,255,255,1,0,0.01,0,normal
icmp,50,5,0,0,0,25,2,0.52,195,2,0.01,0.08,0.13,0.01,anomaly
icmp,25,2,291,320,0,3,3,0,55,255,1,0,0.02,0.02,normal
icmp,25,2,224,546,0,21,21,0,21,255,1,0,0.05,0,normal
icmp,20,1,0,0,0,459,5,0.99,255,4,0.02,0.99,0,0.08,anomaly
icmp,12,4,0,0,0,253,1,0.07,255,1,0,0.08,0,1,anomaly
udp,12,2,17,42,0,1,1,0,255,224,0.88,0.01,0.04,0,normal
icmp,50,4,0,0,0,142,15,0.06,255,8,0.03,0.06,0,1,anomaly
udp,12,2,29,29,0,1,3,0,255,253,0.99,0.01,0,0,normal
udp,50,2,105,147,0,1,1,0,155,143,0.92,0.02,0.01,0,normal
tcp,15,2,30,0,0,12,1,0.25,255,3,0.01,0.01,0.09,0,normal
icmp,25,2,325,12884,0,5,9,0,72,72,1,0,0.01,0,normal
icmp,35,4,0,0,0,139,20,0.06,255,20,0.08,0.05,0,1,anomaly
icmp,25,1,0,0,0,1,1,0,19,192,1,0,0.05,0,normal
icmp,20,2,12,0,0,1,2,0,75,65,0.63,0.04,0.63,0.01,normal
icmp,25,2,212,828,0,9,9,0,94,255,1,0,0.01,0,normal
icmp,25,2,240,1475,0,12,12,0,255,255,1,0,0,0,normal
icmp,25,2,292,13206,0,5,5,0,5,255,1,0,0.2,0,normal
icmp,25,2,172,12793,2,1,2,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,196,9,0.06,255,20,0.08,0.07,0,1,anomaly
icmp,25,2,310,788,0,3,3,0,255,255,1,0,0,0,normal
udp,12,2,44,128,0,4,84,0,255,205,0.8,0.02,0,0,normal
udp,45,2,145,0,0,3,1,0.67,255,1,0,0.54,0.9,0,normal
icmp,20,2,1238,2451,28,1,1,0,255,123,0.48,0.02,0,0,anomaly
tcp,15,2,8,0,0,1,7,0,1,59,1,0,1,0,anomaly
udp,12,2,45,45,0,167,167,0,255,254,1,0.01,0,0,normal
icmp,50,5,0,0,0,2,1,1,255,1,0,1,1,0,anomaly
icmp,55,2,1551,362,0,1,2,0,3,135,0.67,0.67,0.33,0,normal
icmp,55,2,1308,328,0,1,1,0,2,14,1,0,0.5,0,normal
icmp,25,2,356,1125,0,3,3,0,36,255,1,0,0.03,0,normal
icmp,25,2,364,6914,0,13,13,0,255,255,1,0,0,0,normal
icmp,25,2,331,776,0,10,14,0,255,255,1,0,0.01,0,normal
tcp,15,2,30,0,0,2,1,1,255,28,0.11,0.01,0.55,0,normal
icmp,50,4,0,0,0,262,7,0.06,255,14,0.05,0.08,0,1,anomaly
icmp,18,4,0,0,0,103,17,0.06,255,17,0.07,0.05,0,1,anomaly
icmp,25,2,247,7546,0,14,14,0,143,255,1,0,0.01,0,normal
icmp,25,2,300,1841,0,43,43,0,43,255,1,0,0.02,0,normal
icmp,36,4,0,0,0,221,16,0.06,255,17,0.07,0.08,0,1,anomaly
icmp,25,2,355,2109,0,5,26,0,29,255,1,0,0.03,0,normal
icmp,19,4,0,0,0,33,14,0.06,255,14,0.05,0.07,0.01,1,anomaly
icmp,25,2,316,1260,0,3,9,0,255,255,1,0,0,0,normal
udp,12,2,44,136,0,224,300,0,255,253,0.99,0.01,0,0,normal
icmp,20,2,1458,4152,30,1,1,0,158,40,0.25,0.03,0.01,0,normal
icmp,67,4,0,0,0,221,14,0.05,255,14,0.05,0.05,0,1,anomaly
udp,45,2,146,105,0,4,2,0.5,255,2,0.01,0.51,0.87,0,normal
icmp,50,5,0,0,0,1,1,0,255,1,0,0.82,1,0,anomaly
icmp,3,1,0,0,0,284,14,0.06,255,14,0.05,0.07,0,0,anomaly
udp,50,2,1,0,0,2,2,0,255,2,0.01,0.73,0.35,0.03,anomaly
icmp,61,4,0,0,0,150,16,0.05,255,1,0,0.08,0,1,anomaly
icmp,29,4,0,0,0,255,9,0.06,255,9,0.04,0.07,0,1,anomaly
udp,45,2,146,105,0,5,2,0.6,255,2,0.01,0.85,1,0,normal
icmp,50,4,0,0,0,26,2,0.15,255,12,0.05,0.08,0,1,anomaly
icmp,55,3,13794,2966,0,2,2,0,170,96,0.43,0.42,0.01,0,normal
icmp,19,4,0,0,0,74,20,0.05,255,58,0.23,0.04,0,1,anomaly
icmp,55,2,911,325,0,2,1,1,18,161,0.83,0.17,0.06,0,normal
icmp,55,4,0,0,0,7,9,0,29,141,0.24,0.07,0.03,0.93,anomaly
icmp,25,2,280,3332,0,2,2,0,10,255,1,0,0.1,0,normal
icmp,10,4,0,0,0,235,4,0.07,255,4,0.02,0.07,0,1,anomaly
icmp,50,4,0,0,0,131,20,0.05,255,18,0.07,0.07,0,1,anomaly
udp,12,2,41,41,0,100,166,0,255,255,1,0,0.01,0,normal
icmp,19,2,10,139,0,1,1,0,126,5,0.04,0.03,0.01,0,normal
icmp,25,2,311,488,0,11,11,0,104,255,1,0,0.01,0.01,normal
icmp,25,2,281,1745,0,2,2,0,39,255,1,0,0.03,0,normal
icmp,25,2,297,1285,0,8,8,0,8,255,1,0,0.12,0,normal
icmp,33,4,0,0,0,124,2,0.07,255,2,0.01,0.07,0,1,anomaly
udp,12,2,43,72,0,263,264,0.01,255,242,0.95,0.01,0,0,normal
icmp,19,4,0,0,0,34,15,0.06,255,15,0.06,0.07,0.01,1,anomaly
icmp,20,2,334,0,0,1,1,0,1,17,1,0,1,0,anomaly
tcp,15,2,8,0,0,1,15,0,1,28,1,0,1,0,anomaly
icmp,25,2,215,9399,0,16,23,0,79,255,1,0,0.01,0,normal
icmp,3,4,0,0,0,16,3,0.25,255,9,0.04,0.08,0,1,anomaly
icmp,25,1,0,0,0,1,2,0,43,255,1,0,0.02,0,normal
udp,45,2,516,4,0,151,151,0,151,151,1,0,1,0,normal
icmp,50,1,0,0,0,1,1,0,19,1,0.05,1,0.05,0,anomaly
icmp,6,4,0,0,0,115,7,0.06,255,7,0.03,0.05,0,1,anomaly
icmp,50,1,0,0,0,130,10,0.06,255,7,0.03,0.07,0,0,anomaly
icmp,64,4,0,0,0,236,15,0.07,255,15,0.06,0.07,0,1,anomaly
udp,12,2,44,44,0,3,5,0.67,101,98,0.97,0.02,0.01,0,normal
icmp,64,3,0,0,0,280,16,0.06,255,16,0.06,0.07,0,0,anomaly
icmp,55,2,676,328,0,1,1,0,119,187,0.73,0.04,0.01,0,normal
icmp,25,2,334,455,0,7,9,0,115,255,1,0,0.01,0,normal
icmp,50,4,0,0,0,268,2,0.07,255,2,0.01,0.08,0,1,anomaly
icmp,50,4,0,0,0,84,18,0.06,255,18,0.07,0.07,0,1,anomaly
icmp,25,2,204,1596,0,24,24,0,49,255,1,0,0.02,0,normal
tcp,16,2,520,0,0,139,139,0,255,255,1,0,1,0,anomaly
icmp,3,4,0,0,0,211,6,0.06,255,6,0.02,0.06,0,1,anomaly
icmp,25,2,192,301,0,9,9,0,9,255,1,0,0.11,0,normal
tcp,15,2,18,0,0,1,1,0,1,225,1,0,1,0,anomaly
icmp,67,4,0,0,0,100,2,0.06,255,2,0.01,0.05,0,1,anomaly
icmp,38,4,0,0,0,101,13,0.05,255,13,0.05,0.05,0,1,anomaly
icmp,20,4,0,0,0,265,4,0.06,255,17,0.07,0.07,0,1,anomaly
icmp,25,2,256,4486,0,1,1,0,255,250,0.98,0.01,0,0,normal
tcp,15,2,64,0,0,1,1,0,1,1,1,0,1,0,normal
udp,12,2,46,136,0,210,210,0,135,96,0.71,0.02,0.01,0,normal
icmp,50,4,0,0,0,54,17,0.07,255,17,0.07,0.05,0,1,anomaly
icmp,25,2,220,253,0,16,24,0,16,255,1,0,0.06,0,normal
udp,12,2,41,117,0,43,43,0,255,254,1,0.01,0,0,normal
icmp,25,2,248,2313,0,23,36,0,23,255,1,0,0.04,0,normal
icmp,20,2,1250,2451,28,1,1,0,237,65,0.27,0.02,0,0,anomaly
icmp,70,1,0,0,0,248,20,0.06,255,20,0.08,0.07,0,0,anomaly
udp,12,2,44,70,0,127,127,0,255,224,0.88,0.01,0,0,normal
icmp,61,2,209,1824,0,1,1,0,129,12,0.09,0.04,0.01,0.02,normal
icmp,45,2,5891,0,0,13,1,0.31,83,1,0.01,0.08,0.23,0,normal
tcp,15,2,8,0,0,1,39,0,1,255,1,0,1,0,anomaly
icmp,25,2,276,1767,0,2,6,0,29,255,1,0,0.03,0,normal
icmp,25,2,231,2304,0,13,13,0,255,255,1,0,0,0,normal
icmp,25,4,0,0,0,251,12,0.06,255,12,0.05,0.07,0,1,anomaly
icmp,25,2,312,422,0,11,15,0,255,255,1,0,0,0,normal
icmp,52,5,1,0,0,2,2,0,255,2,0.01,0.28,0.56,0,anomaly
icmp,11,4,0,0,0,222,18,0.05,255,18,0.07,0.05,0,1,anomaly
udp,12,2,29,0,0,2,2,1,114,44,0.15,0.04,0.15,0,normal
icmp,20,2,13239,0,0,4,4,0,100,63,0.33,0.04,0.33,0,normal
icmp,20,4,0,0,0,228,4,0.06,255,4,0.02,0.07,0,1,anomaly
icmp,19,2,8,223,0,1,1,0,178,8,0.04,0.09,0.01,0.01,normal
icmp,54,4,0,0,0,129,22,0.05,255,22,0.09,0.05,0,1,anomaly
udp,12,2,44,79,0,255,255,0.01,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,118,9,0.08,255,17,0.07,0.06,0,1,anomaly
icmp,50,4,0,0,0,84,16,0.06,255,1,0,0.06,0,1,anomaly
icmp,25,2,324,10647,0,2,2,0,11,14,1,0,0.09,0,normal
icmp,50,4,0,0,0,115,4,0.06,255,18,0.07,0.07,0,1,anomaly
tcp,15,2,18,0,0,1,1,0,1,33,1,0,1,0,anomaly
icmp,25,2,355,657,0,16,16,0,255,255,1,0,0,0,normal
icmp,45,5,1,0,0,2,2,0,255,2,0.01,0.68,1,0,anomaly
icmp,50,4,0,0,0,111,10,0.06,155,11,0.07,0.1,0.01,1,anomaly
icmp,25,2,54540,8314,2,4,4,0,68,68,1,0,0.01,0,anomaly
icmp,25,2,205,253,0,11,11,0,255,255,1,0,0,0,normal
icmp,39,1,0,0,0,241,12,0.07,255,12,0.05,0.07,0,0,anomaly
icmp,25,2,325,753,0,7,9,0,255,255,1,0,0,0,normal
icmp,60,1,0,0,0,242,1,0.07,255,1,0,0.08,0,0,anomaly
icmp,25,2,232,193,0,1,1,0,9,255,1,0,0.11,0,normal
icmp,55,2,886,326,0,1,1,0,135,60,0.44,0.02,0.01,0,normal
icmp,25,2,319,3432,0,9,9,0,9,255,1,0,0.11,0,normal
icmp,59,4,0,0,0,101,6,0.05,255,6,0.02,0.05,0,1,anomaly
icmp,50,1,0,0,0,1,1,0,62,2,0.02,1,0.02,0,anomaly
icmp,25,2,147,12141,0,12,12,0,12,255,1,0,0.08,0,normal
icmp,55,2,1451,330,0,1,2,0,110,78,0.71,0.09,0.01,0.02,normal
icmp,25,2,54540,8314,2,3,3,0,214,214,1,0,0,0,anomaly
icmp,25,2,235,1889,0,1,19,0,1,255,1,0,1,0,normal
icmp,50,5,0,0,0,1,1,0,255,1,0,0.7,0.7,0,anomaly
icmp,50,1,0,0,0,320,1,0.51,255,1,0,0.51,1,0,anomaly
icmp,25,2,299,1540,0,17,29,0,34,255,1,0,0.03,0,normal
icmp,50,4,0,0,0,114,8,0.06,255,11,0.04,0.07,0,1,anomaly
icmp,32,4,0,0,0,136,23,0.04,255,23,0.09,0.05,0,1,anomaly
icmp,24,4,0,0,0,272,4,0.05,255,4,0.02,0.05,0,1,anomaly
icmp,50,4,0,0,0,209,8,0.07,255,9,0.04,0.07,0,1,anomaly
icmp,25,2,237,241,0,66,66,0,234,255,1,0,0,0,normal
icmp,67,3,0,0,0,110,16,0.06,255,16,0.06,0.07,0,0,anomaly
udp,45,2,146,105,0,1,1,0,255,1,0,0.69,0.96,0,normal
icmp,8,1,0,0,0,2,1,1,255,1,0,1,1,0,anomaly
udp,45,2,146,105,0,3,1,0.67,255,1,0,0.57,0.95,0,normal
icmp,25,2,202,1923,0,16,17,0,21,255,1,0,0.05,0,normal
icmp,14,4,0,0,0,268,5,0.06,255,5,0.02,0.08,0,1,anomaly
icmp,20,2,383,0,0,3,2,0.67,37,29,0.24,0.14,0.24,0,normal
icmp,25,2,345,2254,0,4,4,0,26,255,1,0,0.04,0,normal
icmp,25,2,278,6546,0,7,7,0,7,255,1,0,0.14,0,normal
icmp,12,4,0,0,0,292,14,0.06,255,11,0.04,0.06,0,1,anomaly
icmp,25,2,196,16143,0,5,33,0,230,255,1,0,0,0,normal
icmp,31,4,0,0,0,2,2,0,255,2,0.01,0.07,0,1,anomaly
icmp,25,2,277,2253,0,17,17,0,17,255,1,0,0.06,0,normal
icmp,25,2,203,578,0,19,19,0,255,255,1,0,0,0,normal
icmp,50,5,0,0,0,1,1,0,179,1,0.01,0.17,0.33,0,anomaly
udp,45,2,147,105,0,1,1,0,255,1,0,0.64,0.94,0,normal
icmp,19,4,0,0,0,297,15,0.05,255,15,0.06,0.05,0,1,anomaly
icmp,20,4,0,0,0,150,1,0.06,255,1,0,0.07,0,1,anomaly
icmp,9,4,0,0,0,198,6,0.08,255,6,0.02,0.08,0,1,anomaly
icmp,50,4,0,0,0,63,4,0.08,212,4,0.02,0.07,0,1,anomaly
icmp,25,2,367,5199,0,4,4,0,108,255,1,0,0.01,0,normal
icmp,57,4,0,0,1,199,1,0.41,255,1,0,0.32,0.78,0.51,anomaly
icmp,25,2,257,23051,0,1,4,0,53,255,1,0,0.02,0,normal
tcp,15,2,8,0,0,1,41,0,2,255,1,0,1,0,anomaly
udp,12,2,44,44,0,106,105,0.02,255,254,1,0.01,0,0,normal
udp,12,2,128,44,0,68,68,0,255,240,0.94,0.01,0.28,0,normal
icmp,25,2,254,523,0,20,20,0,168,255,1,0,0.01,0,normal
icmp,25,2,225,22996,0,6,39,0,255,255,1,0,0,0,normal
icmp,55,2,775,331,0,1,1,0,120,105,0.88,0.03,0.01,0,normal
icmp,25,2,314,266,0,11,12,0,255,239,0.94,0.02,0,0,normal
icmp,59,4,0,0,0,299,9,0.05,255,9,0.04,0.05,0,1,anomaly
icmp,55,2,525,335,0,1,2,0,67,178,0.99,0.03,0.01,0,normal
icmp,45,1,0,0,0,509,1,1,255,1,0,1,0,0.22,anomaly
udp,45,2,1,0,0,30,8,0.1,255,8,0.03,0.06,1,0,anomaly
icmp,25,2,213,37327,0,3,4,0,3,255,1,0,0.33,0,normal
icmp,25,2,190,8654,0,4,4,0,74,255,1,0,0.01,0.01,normal
icmp,50,4,0,0,0,234,1,0.06,255,16,0.06,0.08,0,1,anomaly
udp,50,2,28,0,0,88,88,0,255,88,0.35,0.02,0.35,0,anomaly
icmp,30,1,0,0,0,244,17,0.06,255,17,0.07,0.07,0,0,anomaly
icmp,20,2,1067,3081,22,1,1,0,254,70,0.28,0.02,0,0,normal
udp,12,2,126,44,0,254,253,0.01,143,110,0.77,0.01,0.25,0,normal
icmp,25,2,333,2547,0,4,4,0,255,255,1,0,0,0,normal
icmp,39,4,0,0,0,237,12,0.05,255,12,0.05,0.06,0,1,anomaly
icmp,20,2,4491,0,0,1,1,0,63,79,0.25,0.06,0.25,0,normal
icmp,33,1,0,0,0,287,15,0.06,255,15,0.06,0.07,0,0,anomaly
icmp,25,2,54540,8314,2,4,4,0,4,4,1,0,0.25,0,anomaly
icmp,25,2,239,255,0,19,25,0,255,255,1,0,0,0,normal
icmp,25,1,0,0,0,1,1,0,8,255,1,0,0.12,0,normal
icmp,55,2,1258,359,0,1,1,0,214,192,0.72,0.02,0,0,normal
icmp,61,4,0,0,0,11,11,0,133,73,0.55,0.02,0.01,0.98,anomaly
icmp,50,4,0,0,0,73,3,0.07,255,17,0.07,0.05,0,1,anomaly
icmp,25,1,0,0,0,1,1,0,1,90,1,0,1,0,normal
udp,12,2,42,65,0,104,104,0,255,245,0.96,0.01,0.01,0,normal
icmp,25,2,224,1270,0,6,18,0,255,255,1,0,0,0,normal
icmp,25,2,231,3215,0,1,1,0,41,255,1,0,0.02,0,normal
udp,45,2,147,105,0,1,1,0,255,2,0.01,0.57,0.96,0,normal
udp,12,2,44,72,0,256,256,0,255,254,1,0.01,0,0,normal
tcp,66,2,183,0,0,2,1,1,255,15,0.06,0.01,0.09,0,normal
icmp,5,4,0,0,0,240,6,0.07,255,6,0.02,0.07,0,1,anomaly
